Player,Player_ID,SEASON_ID,League_id,Team_id,Team_Abbreviation,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION
Lindsay Allen,1628263.0,2017-18,10,1611661313.0,NYL,23.0,28,0,376.0,23,62,0.371,0,13,0.0,7,10,0.7,10,32,42,62,16,1,19,24,53,,,,
Lindsay Allen,1628263.0,2018-19,10,1611661319.0,LVA,24.0,24,6,358.0,28,73,0.384,1,16,0.063,17,24,0.708,3,27,30,69,15,0,21,17,74,,,,
Lindsay Allen,1628263.0,2020-21,10,1611661319.0,LVA,26.0,21,21,284.0,28,67,0.418,6,18,0.333,8,10,0.8,6,17,23,51,7,1,16,20,70,,,,
Lindsay Allen,1628263.0,2021-22,10,1611661325.0,IND,27.0,32,8,571.0,65,152,0.428,14,47,0.298,30,37,0.811,9,39,48,96,17,3,31,34,174,,,,
Lindsay Allen,1628263.0,2022-23,10,1611661324.0,MIN,28.0,9,0,134.0,20,38,0.526,8,14,0.571,12,13,0.923,0,14,14,31,2,0,7,11,60,,,,
Lindsay Allen,1628263.0,2023-24,10,1611661324.0,MIN,29.0,29,20,698.0,65,163,0.399,7,34,0.206,42,53,0.792,17,54,71,130,17,3,37,61,179,,,,
Lindsay Allen,1628263.0,2024-25,10,1611661329.0,CHI,29.0,40,28,950.0,104,223,0.466,14,48,0.292,42,52,0.808,13,67,80,157,32,7,64,67,264,,,,
Rebecca Allen,204296.0,2015-16,10,1611661313.0,NYL,23.0,2,0,34.0,3,10,0.3,0,4,0.0,0,0,0.0,2,7,9,0,3,2,3,1,6,,,,
Rebecca Allen,204296.0,2016-17,10,1611661313.0,NYL,24.0,21,6,280.0,45,98,0.459,17,30,0.567,13,15,0.867,12,23,35,11,9,11,13,35,120,,,,
Rebecca Allen,204296.0,2017-18,10,1611661313.0,NYL,25.0,33,0,304.0,38,101,0.376,15,44,0.341,2,6,0.333,13,54,67,17,12,13,18,35,93,,,,
Rebecca Allen,204296.0,2018-19,10,1611661313.0,NYL,26.0,28,0,291.0,38,101,0.376,10,38,0.263,21,25,0.84,13,35,48,8,9,11,16,36,107,,,,
Rebecca Allen,204296.0,2019-20,10,1611661313.0,NYL,27.0,24,2,412.0,65,156,0.417,29,68,0.426,13,16,0.813,12,49,61,17,12,18,17,51,172,,,,
Rebecca Allen,204296.0,2021-22,10,1611661313.0,NYL,29.0,25,13,605.0,74,216,0.343,48,126,0.381,33,37,0.892,19,73,92,28,40,31,21,54,229,,,,
Rebecca Allen,204296.0,2022-23,10,1611661313.0,NYL,30.0,25,19,523.0,64,169,0.379,26,83,0.313,20,24,0.833,8,76,84,31,19,24,24,48,174,,,,
Rebecca Allen,204296.0,2023-24,10,1611661323.0,CON,31.0,40,27,858.0,98,240,0.408,40,115,0.348,19,27,0.704,28,85,113,37,37,50,34,77,255,,,,
Rebecca Allen,204296.0,2024-25,10,1611661317.0,PHO,32.0,18,18,447.0,53,126,0.421,25,70,0.357,2,3,0.667,13,58,71,20,17,12,18,35,133,,,,
Laeticia Amihere,1641656.0,2023-24,10,1611661330.0,ATL,22.0,21,0,147.0,17,42,0.405,0,1,0.0,22,41,0.537,5,15,20,4,5,9,11,21,56,,,,
Laeticia Amihere,1641656.0,2024-25,10,1611661330.0,ATL,23.0,17,0,83.0,7,26,0.269,0,0,0.0,5,17,0.294,12,15,27,3,2,3,8,7,19,,,,
Ariel Atkins,1628878.0,2018-19,10,1611661322.0,WAS,22.0,29,24,652.0,120,278,0.432,45,126,0.357,42,51,0.824,28,41,69,60,39,10,38,73,327,,,,
Ariel Atkins,1628878.0,2019-20,10,1611661322.0,WAS,23.0,33,33,804.0,123,296,0.416,51,143,0.357,43,53,0.811,24,69,93,64,48,18,34,73,340,,,,
Ariel Atkins,1628878.0,2020-21,10,1611661322.0,WAS,24.0,22,22,682.0,110,251,0.438,44,107,0.411,62,70,0.886,18,46,64,53,39,6,42,58,326,,,,
Ariel Atkins,1628878.0,2021-22,10,1611661322.0,WAS,25.0,30,30,918.0,161,396,0.407,66,184,0.359,98,118,0.831,34,49,83,79,48,16,61,96,486,,,,
Ariel Atkins,1628878.0,2022-23,10,1611661322.0,WAS,26.0,36,36,1081.0,185,440,0.42,70,192,0.365,87,103,0.845,34,83,117,83,47,9,51,99,527,,,,
Ariel Atkins,1628878.0,2023-24,10,1611661322.0,WAS,27.0,27,27,679.0,104,251,0.414,42,124,0.339,61,68,0.897,18,65,83,61,32,9,35,71,311,,,,
Ariel Atkins,1628878.0,2024-25,10,1611661322.0,WAS,28.0,40,40,1196.0,217,497,0.437,79,221,0.357,84,99,0.848,36,99,135,124,59,17,92,112,597,,,,
Amy Atwell,1631056.0,2022-23,10,1611661320.0,LAS,24.0,4,1,32.0,1,9,0.111,1,6,0.167,0,0,0.0,1,1,2,2,0,0,2,1,3,,,,
Amy Atwell,1631056.0,2024-25,10,1611661317.0,PHO,26.0,6,0,59.0,4,15,0.267,3,13,0.231,4,5,0.8,3,3,6,6,0,1,2,3,15,,,,
Shakira Austin,1631022.0,2022-23,10,1611661322.0,WAS,22.0,36,32,776.0,122,223,0.547,0,1,0.0,68,109,0.624,63,169,232,33,27,30,54,84,312,,,,
Shakira Austin,1631022.0,2023-24,10,1611661322.0,WAS,23.0,19,17,440.0,77,154,0.5,0,0,0.0,36,59,0.61,29,104,133,17,16,17,35,44,190,,,,
Shakira Austin,1631022.0,2024-25,10,1611661322.0,WAS,24.0,12,11,238.0,52,121,0.43,1,4,0.25,36,54,0.667,21,61,82,11,15,11,29,30,141,,,,
Rachel Banham,1627671.0,2016-17,10,1611661323.0,CON,23.0,15,0,164.0,20,49,0.408,13,37,0.351,2,3,0.667,1,10,11,14,8,1,8,19,55,,,,
Rachel Banham,1627671.0,2017-18,10,1611661323.0,CON,24.0,30,0,283.0,33,101,0.327,16,57,0.281,16,20,0.8,2,32,34,22,4,0,12,28,98,,,,
Rachel Banham,1627671.0,2018-19,10,1611661323.0,CON,25.0,33,5,424.0,55,133,0.414,30,81,0.37,33,38,0.868,6,23,29,48,15,3,18,55,173,,,,
Rachel Banham,1627671.0,2019-20,10,1611661323.0,CON,26.0,29,0,353.0,37,115,0.322,22,72,0.306,9,13,0.692,1,29,30,26,8,2,26,34,105,,,,
Rachel Banham,1627671.0,2020-21,10,1611661324.0,MIN,27.0,20,1,339.0,48,104,0.462,25,53,0.472,16,20,0.8,2,23,25,47,9,2,20,40,137,,,,
Rachel Banham,1627671.0,2021-22,10,1611661324.0,MIN,28.0,27,0,341.0,51,129,0.395,28,75,0.373,5,8,0.625,3,30,33,44,8,4,25,47,135,,,,
Rachel Banham,1627671.0,2022-23,10,1611661324.0,MIN,29.0,36,5,630.0,101,235,0.43,57,149,0.383,24,30,0.8,3,45,48,81,9,4,48,62,283,,,,
Rachel Banham,1627671.0,2023-24,10,1611661324.0,MIN,30.0,32,1,435.0,61,165,0.37,43,107,0.402,11,14,0.786,4,28,32,54,11,3,36,45,176,,,,
Rachel Banham,1627671.0,2024-25,10,1611661323.0,CON,31.0,21,0,270.0,34,95,0.358,23,66,0.348,9,10,0.9,3,22,25,14,8,5,11,31,100,,,,
Rachel Banham,1627671.0,2024-25,10,1611661329.0,CHI,31.0,16,9,316.0,37,107,0.346,29,76,0.382,7,10,0.7,4,24,28,26,6,2,9,27,110,,,,
Rachel Banham,1627671.0,2024-25,10,0.0,TOT,31.0,37,9,586.0,71,202,0.351,52,142,0.366,16,20,0.8,7,46,53,40,14,7,20,58,210,,,,
Kierstan Bell,1631006.0,2022-23,10,1611661319.0,LVA,23.0,21,1,121.0,10,33,0.303,3,22,0.136,4,4,1.0,4,15,19,7,2,3,5,10,27,,,,
Kierstan Bell,1631006.0,2023-24,10,1611661319.0,LVA,24.0,36,0,424.0,53,153,0.346,20,82,0.244,6,10,0.6,14,42,56,18,15,5,14,47,132,,,,
Kierstan Bell,1631006.0,2024-25,10,1611661319.0,LVA,24.0,6,0,43.0,6,16,0.375,4,8,0.5,1,2,0.5,1,5,6,5,0,0,1,5,17,,,,
Grace Berger,1641658.0,2023-24,10,1611661325.0,IND,25.0,36,0,524.0,57,127,0.449,16,34,0.471,21,25,0.84,7,49,56,67,17,6,37,38,151,,,,
Grace Berger,1641658.0,2024-25,10,1611661325.0,IND,25.0,11,0,102.0,10,25,0.4,2,5,0.4,9,14,0.643,4,11,15,7,5,0,10,12,31,,,,
Morgan Bertsch,1629571.0,2023-24,10,1611661329.0,CHI,27.0,28,5,398.0,47,103,0.456,16,36,0.444,12,16,0.75,12,35,47,19,10,7,30,50,122,,,,
Morgan Bertsch,1629571.0,2024-25,10,1611661317.0,PHO,27.0,8,0,78.0,6,27,0.222,2,14,0.143,7,8,0.875,7,5,12,2,0,1,9,10,21,,,,
Morgan Bertsch,1629571.0,2024-25,10,1611661321.0,DAL,27.0,3,0,22.0,0,3,0.0,0,1,0.0,1,2,0.5,1,4,5,0,1,0,4,4,1,,,,
Morgan Bertsch,1629571.0,2024-25,10,0.0,TOT,27.0,11,0,101.0,6,30,0.2,2,15,0.133,8,10,0.8,8,9,17,2,1,1,13,14,22,,,,
Caitlin Bickle,1641698.0,2024-25,10,1611661323.0,CON,24.0,8,0,15.0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,,,,
Monique Billings,1628881.0,2018-19,10,1611661330.0,ATL,23.0,32,0,353.0,41,93,0.441,0,0,0.0,24,32,0.75,37,51,88,12,14,1,14,37,106,,,,
Monique Billings,1628881.0,2019-20,10,1611661330.0,ATL,24.0,29,2,553.0,56,144,0.389,1,1,1.0,47,60,0.783,61,140,201,16,17,12,45,66,160,,,,
Monique Billings,1628881.0,2020-21,10,1611661330.0,ATL,25.0,22,16,596.0,68,170,0.4,0,0,0.0,51,67,0.761,58,129,187,27,24,18,42,62,187,,,,
Monique Billings,1628881.0,2021-22,10,1611661330.0,ATL,26.0,31,9,739.0,100,202,0.495,0,2,0.0,52,77,0.675,88,112,200,32,37,32,44,79,252,,,,
Monique Billings,1628881.0,2022-23,10,1611661330.0,ATL,27.0,23,8,401.0,55,117,0.47,0,1,0.0,39,51,0.765,45,101,146,26,19,8,31,54,149,,,,
Monique Billings,1628881.0,2023-24,10,1611661330.0,ATL,28.0,39,9,653.0,68,167,0.407,0,4,0.0,51,61,0.836,53,141,194,30,16,12,38,76,187,,,,
Monique Billings,1628881.0,2024-25,10,1611661321.0,DAL,28.0,24,12,609.0,84,177,0.475,1,7,0.143,41,51,0.804,45,114,159,46,15,13,51,59,210,,,,
Monique Billings,1628881.0,2024-25,10,1611661317.0,PHO,28.0,13,2,235.0,23,53,0.434,2,7,0.286,16,20,0.8,20,34,54,7,12,6,14,25,64,,,,
Monique Billings,1628881.0,2024-25,10,0.0,TOT,28.0,37,14,843.0,107,230,0.465,3,14,0.214,57,71,0.803,65,148,213,53,27,19,65,84,274,,,,
DeWanna Bonner,201886.0,2009-10,10,1611661317.0,PHO,22.0,34,0,724.0,127,278,0.457,2,13,0.154,125,154,0.812,70,126,196,13,23,25,34,70,381,,,,
DeWanna Bonner,201886.0,2010-11,10,1611661317.0,PHO,23.0,32,4,813.0,132,284,0.465,19,53,0.358,100,119,0.84,67,129,196,40,22,37,41,58,383,,,,
DeWanna Bonner,201886.0,2011-12,10,1611661317.0,PHO,24.0,34,5,857.0,120,279,0.43,35,102,0.343,90,99,0.909,62,176,238,27,34,36,34,61,365,,,,
DeWanna Bonner,201886.0,2012-13,10,1611661317.0,PHO,25.0,32,32,1120.0,212,582,0.364,52,184,0.283,184,216,0.852,55,175,230,71,54,28,75,46,660,,,,
DeWanna Bonner,201886.0,2013-14,10,1611661317.0,PHO,26.0,34,33,1119.0,160,390,0.41,54,166,0.325,118,131,0.901,35,163,198,82,39,11,56,45,492,,,,
DeWanna Bonner,201886.0,2014-15,10,1611661317.0,PHO,27.0,34,34,994.0,129,281,0.459,24,86,0.279,71,91,0.78,35,104,139,79,49,15,47,43,353,,,,
DeWanna Bonner,201886.0,2015-16,10,1611661317.0,PHO,28.0,33,33,1099.0,158,418,0.378,30,118,0.254,175,202,0.866,37,150,187,110,44,28,60,61,521,,,,
DeWanna Bonner,201886.0,2016-17,10,1611661317.0,PHO,29.0,34,24,1064.0,154,363,0.424,50,152,0.329,134,168,0.798,42,140,182,83,44,21,56,55,492,,,,
DeWanna Bonner,201886.0,2018-19,10,1611661317.0,PHO,31.0,34,34,1120.0,208,460,0.452,55,176,0.313,117,135,0.867,47,199,246,108,43,15,55,62,588,,,,
DeWanna Bonner,201886.0,2019-20,10,1611661317.0,PHO,32.0,34,34,1120.0,190,504,0.377,52,191,0.272,153,167,0.916,34,226,260,92,44,21,53,55,585,,,,
DeWanna Bonner,201886.0,2020-21,10,1611661323.0,CON,33.0,22,22,732.0,148,351,0.422,27,107,0.252,111,124,0.895,34,138,172,65,37,12,52,47,434,,,,
DeWanna Bonner,201886.0,2021-22,10,1611661323.0,CON,34.0,32,32,1022.0,159,403,0.395,44,139,0.317,124,139,0.892,21,184,205,110,40,23,69,52,486,,,,
DeWanna Bonner,201886.0,2022-23,10,1611661323.0,CON,35.0,33,33,991.0,156,355,0.439,46,140,0.329,86,104,0.827,25,131,156,91,41,11,52,59,444,,,,
DeWanna Bonner,201886.0,2023-24,10,1611661323.0,CON,36.0,40,40,1203.0,233,548,0.425,75,228,0.329,156,181,0.862,35,189,224,87,42,25,58,64,697,,,,
DeWanna Bonner,201886.0,2024-25,10,1611661323.0,CON,37.0,40,39,1272.0,212,511,0.415,58,197,0.294,119,143,0.832,22,216,238,80,47,27,56,70,601,,,,
Aliyah Boston,1641648.0,2023-24,10,1611661325.0,IND,22.0,40,40,1249.0,233,403,0.578,4,10,0.4,108,145,0.745,125,210,335,89,53,50,75,125,578,,,,
Aliyah Boston,1641648.0,2024-25,10,1611661325.0,IND,23.0,40,40,1236.0,236,446,0.529,7,26,0.269,81,110,0.736,111,244,355,126,35,49,79,130,560,,,,
Cameron Brink,1642287.0,2024-25,10,1611661320.0,LAS,23.0,15,15,330.0,41,103,0.398,10,31,0.323,21,25,0.84,18,62,80,25,16,35,34,60,113,,,,
Jaelyn Brown,1642240.0,2024-25,10,1611661321.0,DAL,26.0,14,1,141.0,15,31,0.484,6,12,0.5,1,3,0.333,7,14,21,6,4,4,12,16,37,,,,
Kalani Brown,1629480.0,2019-20,10,1611661320.0,LAS,23.0,28,0,377.0,54,113,0.478,0,1,0.0,36,46,0.783,34,64,98,17,9,22,29,47,144,,,,
Kalani Brown,1629480.0,2020-21,10,1611661330.0,ATL,24.0,10,0,61.0,12,23,0.522,0,0,0.0,6,10,0.6,3,9,12,0,1,1,5,10,30,,,,
Kalani Brown,1629480.0,2021-22,10,1611661330.0,ATL,25.0,1,0,5.0,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,,,,
Kalani Brown,1629480.0,2023-24,10,1611661321.0,DAL,27.0,32,5,524.0,90,143,0.629,0,1,0.0,69,86,0.802,55,88,143,33,7,22,42,65,249,,,,
Kalani Brown,1629480.0,2024-25,10,1611661321.0,DAL,27.0,39,2,517.0,92,158,0.582,0,3,0.0,39,59,0.661,43,76,119,41,7,22,48,63,223,,,,
Lexie Brown,1628882.0,2018-19,10,1611661323.0,CON,24.0,22,0,124.0,12,44,0.273,9,29,0.31,4,7,0.571,1,16,17,12,6,1,10,10,37,,,,
Lexie Brown,1628882.0,2019-20,10,1611661324.0,MIN,25.0,33,0,605.0,84,209,0.402,52,135,0.385,30,38,0.789,7,38,45,47,31,1,41,42,250,,,,
Lexie Brown,1628882.0,2020-21,10,1611661324.0,MIN,26.0,17,13,374.0,38,111,0.342,14,52,0.269,19,24,0.792,3,30,33,41,31,0,24,26,109,,,,
Lexie Brown,1628882.0,2021-22,10,1611661329.0,CHI,27.0,17,0,162.0,10,38,0.263,8,33,0.242,0,0,0.0,0,12,12,19,7,0,8,11,28,,,,
Lexie Brown,1628882.0,2022-23,10,1611661320.0,LAS,28.0,34,16,850.0,93,211,0.441,53,133,0.398,4,6,0.667,8,70,78,70,34,7,28,44,243,,,,
Lexie Brown,1628882.0,2023-24,10,1611661320.0,LAS,29.0,12,11,364.0,54,111,0.486,27,65,0.415,14,16,0.875,2,23,25,29,11,3,16,14,149,,,,
Lexie Brown,1628882.0,2024-25,10,1611661320.0,LAS,30.0,16,8,379.0,42,131,0.321,21,69,0.304,24,27,0.889,1,36,37,53,17,2,31,22,129,,,,
Jakia Brown-Turner,,2024-25,,,,24.0,2,0,8.0,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,1,0,0,0,2,1642309.0,10,1611661322.0,WAS
Kennedy Burke,1629568.0,2019-20,10,1611661325.0,IND,23.0,31,7,423.0,45,117,0.385,14,40,0.35,31,44,0.705,18,27,45,22,18,10,21,30,135,,,,
Kennedy Burke,1629568.0,2020-21,10,1611661325.0,IND,24.0,22,11,403.0,57,127,0.449,15,48,0.313,30,42,0.714,19,20,39,25,14,8,27,24,159,,,,
Kennedy Burke,1629568.0,2021-22,10,1611661328.0,SEA,25.0,23,0,176.0,25,56,0.446,6,18,0.333,10,16,0.625,7,12,19,7,7,3,11,13,66,,,,
Kennedy Burke,1629568.0,2022-23,10,1611661322.0,WAS,26.0,16,4,223.0,33,74,0.446,11,32,0.344,10,17,0.588,8,27,35,7,16,4,8,17,87,,,,
Kennedy Burke,1629568.0,2024-25,10,1611661313.0,NYL,27.0,38,3,460.0,54,132,0.409,15,58,0.259,8,12,0.667,14,44,58,33,24,11,27,37,131,,,,
Rae Burrell,1630996.0,2022-23,10,1611661320.0,LAS,23.0,3,1,44.0,1,9,0.111,1,6,0.167,2,2,1.0,1,2,3,1,2,0,1,4,5,,,,
Rae Burrell,1630996.0,2023-24,10,1611661320.0,LAS,24.0,29,3,322.0,36,93,0.387,16,41,0.39,17,21,0.81,13,23,36,18,13,3,15,26,105,,,,
Rae Burrell,1630996.0,2024-25,10,1611661320.0,LAS,24.0,37,7,579.0,59,163,0.362,24,72,0.333,78,100,0.78,21,47,68,42,29,11,37,59,220,,,,
Veronica Burton,1631007.0,2022-23,10,1611661321.0,DAL,22.0,36,6,549.0,25,76,0.329,12,43,0.279,32,32,1.0,17,36,53,68,34,11,35,51,94,,,,
Veronica Burton,1631007.0,2023-24,10,1611661321.0,DAL,23.0,40,13,555.0,25,85,0.294,13,48,0.271,31,34,0.912,22,48,70,88,29,10,17,57,94,,,,
Veronica Burton,1631007.0,2024-25,10,1611661323.0,CON,24.0,31,1,393.0,26,72,0.361,13,37,0.351,31,37,0.838,13,31,44,58,14,7,15,32,96,,,,
Maya Caldwell,1630471.0,2022-23,10,1611661330.0,ATL,24.0,9,7,214.0,38,74,0.514,18,32,0.563,4,5,0.8,5,17,22,20,7,2,14,15,98,,,,
Maya Caldwell,1630471.0,2023-24,10,1611661325.0,IND,25.0,30,1,304.0,21,72,0.292,4,29,0.138,12,14,0.857,9,18,27,19,9,3,22,27,58,,,,
Maya Caldwell,1630471.0,2024-25,10,1611661330.0,ATL,26.0,25,6,405.0,52,125,0.416,15,50,0.3,12,15,0.8,20,25,45,27,15,5,23,30,131,,,,
Jordin Canada,1628886.0,2018-19,10,1611661328.0,SEA,23.0,33,2,543.0,65,182,0.357,10,55,0.182,48,65,0.738,9,40,49,108,30,1,56,38,188,,,,
Jordin Canada,1628886.0,2019-20,10,1611661328.0,SEA,24.0,30,29,865.0,112,289,0.388,8,43,0.186,63,82,0.768,13,58,71,155,68,7,79,48,295,,,,
Jordin Canada,1628886.0,2020-21,10,1611661328.0,SEA,25.0,20,11,483.0,56,132,0.424,1,11,0.091,44,57,0.772,10,36,46,109,30,0,40,35,157,,,,
Jordin Canada,1628886.0,2021-22,10,1611661328.0,SEA,26.0,29,3,542.0,56,144,0.389,3,14,0.214,53,63,0.841,16,51,67,88,21,4,32,29,168,,,,
Jordin Canada,1628886.0,2022-23,10,1611661320.0,LAS,27.0,32,25,865.0,104,271,0.384,7,50,0.14,79,98,0.806,7,66,73,176,44,5,75,58,294,,,,
Jordin Canada,1628886.0,2023-24,10,1611661320.0,LAS,28.0,38,38,1237.0,163,403,0.404,41,123,0.333,138,158,0.873,9,107,116,228,86,9,103,89,505,,,,
Jordin Canada,1628886.0,2024-25,10,1611661330.0,ATL,29.0,20,18,624.0,69,177,0.39,16,57,0.281,57,73,0.781,12,57,69,116,32,5,42,52,211,,,,
Emma Cannon,1628242.0,2017-18,10,1611661317.0,PHO,29.0,34,0,440.0,56,114,0.491,0,2,0.0,37,63,0.587,43,79,122,10,5,5,31,72,149,,,,
Emma Cannon,1628242.0,2020-21,10,1611661319.0,LVA,32.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,
Emma Cannon,1628242.0,2021-22,10,1611661319.0,LVA,33.0,3,0,17.0,2,5,0.4,0,2,0.0,2,2,1.0,2,3,5,1,0,1,3,3,6,,,,
Emma Cannon,1628242.0,2021-22,10,1611661323.0,CON,33.0,5,0,58.0,8,17,0.471,4,8,0.5,1,2,0.5,5,10,15,4,0,1,5,10,21,,,,
Emma Cannon,1628242.0,2021-22,10,1611661325.0,IND,33.0,12,6,221.0,35,79,0.443,3,14,0.214,10,14,0.714,18,36,54,12,5,2,24,29,83,,,,
Emma Cannon,1628242.0,2021-22,10,0.0,TOT,33.0,20,6,295.0,45,101,0.446,7,24,0.292,13,18,0.722,25,49,74,17,5,4,32,42,110,,,,
Emma Cannon,1628242.0,2022-23,10,1611661317.0,PHO,34.0,1,0,6.0,1,1,1.0,0,0,0.0,1,2,0.5,0,2,2,1,0,0,0,0,3,,,,
Emma Cannon,1628242.0,2022-23,10,1611661325.0,IND,34.0,23,2,329.0,59,113,0.522,9,18,0.5,34,46,0.739,22,51,73,12,14,2,17,48,161,,,,
Emma Cannon,1628242.0,2022-23,10,0.0,TOT,34.0,24,2,335.0,60,114,0.526,9,18,0.5,35,48,0.729,22,53,75,13,14,2,17,48,164,,,,
Emma Cannon,1628242.0,2023-24,10,1611661325.0,IND,35.0,30,3,314.0,61,134,0.455,13,34,0.382,40,44,0.909,24,70,94,14,4,2,33,42,175,,,,
Emma Cannon,1628242.0,2024-25,10,1611661319.0,LVA,35.0,5,0,9.0,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,0,4,,,,
Kamilla Cardoso,1642289.0,2024-25,10,1611661329.0,CHI,23.0,32,29,876.0,126,242,0.521,0,0,0.0,61,84,0.726,96,158,254,54,17,46,49,101,313,,,,
Bridget Carleton,1629524.0,2019-20,10,1611661323.0,CON,23.0,4,0,29.0,0,6,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,1,2,0,,,,
Bridget Carleton,1629524.0,2019-20,10,1611661324.0,MIN,23.0,4,0,11.0,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,0,3,,,,
Bridget Carleton,1629524.0,2019-20,10,0.0,TOT,23.0,8,0,39.0,1,8,0.125,1,4,0.25,0,0,0.0,1,3,4,1,0,0,1,2,3,,,,
Bridget Carleton,1629524.0,2020-21,10,1611661324.0,MIN,24.0,22,15,568.0,53,102,0.52,21,46,0.457,18,28,0.643,22,56,78,54,15,0,27,40,145,,,,
Bridget Carleton,1629524.0,2021-22,10,1611661324.0,MIN,25.0,32,10,618.0,55,137,0.401,27,74,0.365,16,20,0.8,23,51,74,47,25,6,27,47,153,,,,
Bridget Carleton,1629524.0,2022-23,10,1611661324.0,MIN,26.0,36,2,606.0,54,135,0.4,29,83,0.349,19,26,0.731,12,65,77,40,16,5,23,56,156,,,,
Bridget Carleton,1629524.0,2023-24,10,1611661324.0,MIN,27.0,38,4,573.0,41,119,0.345,30,89,0.337,11,15,0.733,19,70,89,34,13,3,16,49,123,,,,
Bridget Carleton,1629524.0,2024-25,10,1611661324.0,MIN,27.0,39,36,1165.0,126,284,0.444,91,205,0.444,30,38,0.789,37,110,147,87,39,12,40,80,373,,,,
DiJonai Carrington,1630096.0,2021-22,10,1611661323.0,CON,24.0,24,1,221.0,27,82,0.329,3,21,0.143,11,15,0.733,15,32,47,12,13,3,22,37,68,,,,
DiJonai Carrington,1630096.0,2022-23,10,1611661323.0,CON,25.0,36,2,631.0,84,203,0.414,19,62,0.306,57,76,0.75,38,74,112,38,29,4,59,70,244,,,,
DiJonai Carrington,1630096.0,2023-24,10,1611661323.0,CON,26.0,32,0,550.0,93,223,0.417,23,62,0.371,56,74,0.757,27,65,92,41,20,3,36,68,265,,,,
DiJonai Carrington,1630096.0,2024-25,10,1611661323.0,CON,27.0,39,39,1155.0,173,429,0.403,26,104,0.25,124,157,0.79,53,143,196,61,61,17,74,100,496,,,,
Chennedy Carter,1630150.0,2020-21,10,1611661330.0,ATL,22.0,16,16,406.0,106,224,0.473,12,32,0.375,55,67,0.821,8,28,36,55,14,5,43,57,279,,,,
Chennedy Carter,1630150.0,2021-22,10,1611661330.0,ATL,23.0,11,11,280.0,60,132,0.455,1,9,0.111,35,40,0.875,5,9,14,36,8,4,23,33,156,,,,
Chennedy Carter,1630150.0,2022-23,10,1611661320.0,LAS,24.0,24,2,393.0,85,189,0.45,2,10,0.2,41,55,0.745,9,36,45,46,15,9,43,52,213,,,,
Chennedy Carter,1630150.0,2024-25,10,1611661329.0,CHI,26.0,33,20,858.0,238,489,0.487,9,31,0.29,92,126,0.73,22,95,117,102,36,6,55,105,577,,,,
Jessika Carter,,2024-25,,,,25.0,2,0,4.0,0,1,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,1642305.0,10,1611661319.0,LVA
Tina Charles,202250.0,2010-11,10,1611661323.0,CON,22.0,34,34,1054.0,206,423,0.487,0,1,0.0,116,152,0.763,129,269,398,51,25,57,71,72,528,,,,
Tina Charles,202250.0,2011-12,10,1611661323.0,CON,23.0,34,34,1136.0,254,543,0.468,0,3,0.0,92,134,0.687,126,248,374,63,26,60,75,89,600,,,,
Tina Charles,202250.0,2012-13,10,1611661323.0,CON,24.0,33,33,1096.0,250,501,0.499,1,5,0.2,93,116,0.802,123,222,345,57,17,47,74,64,594,,,,
Tina Charles,202250.0,2013-14,10,1611661323.0,CON,25.0,29,29,951.0,218,545,0.4,0,3,0.0,85,113,0.752,98,195,293,42,27,28,64,57,521,,,,
Tina Charles,202250.0,2014-15,10,1611661313.0,NYL,26.0,34,34,1109.0,236,511,0.462,0,0,0.0,118,157,0.752,89,231,320,74,44,30,77,57,590,,,,
Tina Charles,202250.0,2015-16,10,1611661313.0,NYL,27.0,34,34,1053.0,243,531,0.458,1,5,0.2,93,130,0.715,72,216,288,83,24,23,82,56,580,,,,
Tina Charles,202250.0,2016-17,10,1611661313.0,NYL,28.0,32,32,1077.0,273,622,0.439,17,49,0.347,125,154,0.812,74,243,317,121,27,25,63,48,688,,,,
Tina Charles,202250.0,2017-18,10,1611661313.0,NYL,29.0,34,34,1095.0,262,593,0.442,24,69,0.348,123,153,0.804,69,249,318,87,28,24,80,74,671,,,,
Tina Charles,202250.0,2018-19,10,1611661313.0,NYL,30.0,33,33,1088.0,263,556,0.473,31,95,0.326,94,122,0.77,63,168,231,90,24,20,93,84,651,,,,
Tina Charles,202250.0,2019-20,10,1611661313.0,NYL,31.0,33,33,1028.0,220,566,0.389,11,59,0.186,108,133,0.812,65,184,249,78,23,29,85,92,559,,,,
Tina Charles,202250.0,2021-22,10,1611661322.0,WAS,33.0,27,27,900.0,238,530,0.449,50,137,0.365,105,128,0.82,73,185,258,57,25,23,59,63,631,,,,
