Player,Player_ID,SEASON_ID,League_id,Team_id,Team_Abbreviation,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION
Breanna Stewart,1627668.0,2021-22,10,1611661328.0,SEA,27.0,28,28,934.0,194,442,0.439,48,144,0.333,133,157,0.847,34,233,267,76,33,49,47,51,569,,,,
Breanna Stewart,1627668.0,2022-23,10,1611661328.0,SEA,28.0,34,34,1052.0,255,540,0.472,67,177,0.379,164,196,0.837,46,211,257,97,54,31,43,72,741,,,,
Breanna Stewart,1627668.0,2023-24,10,1611661313.0,NYL,29.0,40,40,1365.0,316,680,0.465,82,231,0.355,205,241,0.851,64,307,371,150,58,63,58,75,919,,,,
Breanna Stewart,1627668.0,2024-25,10,1611661313.0,NYL,30.0,38,38,1243.0,265,578,0.458,46,156,0.295,201,238,0.845,61,262,323,134,64,48,65,80,777,,,,
Kiah Stokes,204329.0,2015-16,10,1611661313.0,NYL,23.0,34,6,862.0,82,150,0.547,0,2,0.0,33,48,0.688,60,159,219,26,24,67,37,76,197,,,,
Kiah Stokes,204329.0,2016-17,10,1611661313.0,NYL,24.0,27,0,650.0,75,117,0.641,0,0,0.0,37,59,0.627,63,138,201,20,18,38,30,77,187,,,,
Kiah Stokes,204329.0,2017-18,10,1611661313.0,NYL,25.0,34,12,666.0,60,113,0.531,0,1,0.0,43,54,0.796,77,137,214,30,12,39,40,94,163,,,,
Kiah Stokes,204329.0,2018-19,10,1611661313.0,NYL,26.0,30,4,427.0,42,77,0.545,0,0,0.0,8,15,0.533,43,91,134,12,11,19,21,56,92,,,,
Kiah Stokes,204329.0,2020-21,10,1611661313.0,NYL,28.0,22,22,601.0,51,137,0.372,20,85,0.235,4,7,0.571,28,119,147,26,11,26,28,45,126,,,,
Kiah Stokes,204329.0,2021-22,10,1611661313.0,NYL,29.0,9,0,135.0,6,11,0.545,1,2,0.5,2,2,1.0,8,30,38,5,4,6,6,14,15,,,,
Kiah Stokes,204329.0,2021-22,10,1611661319.0,LVA,29.0,15,8,308.0,10,17,0.588,0,0,0.0,2,4,0.5,27,65,92,15,6,10,7,19,22,,,,
Kiah Stokes,204329.0,2021-22,10,0.0,TOT,29.0,24,8,443.0,16,28,0.571,1,2,0.5,4,6,0.667,35,95,130,20,10,16,13,33,37,,,,
Kiah Stokes,204329.0,2022-23,10,1611661319.0,LVA,30.0,31,4,476.0,26,61,0.426,5,24,0.208,13,16,0.813,28,107,135,20,14,25,18,39,70,,,,
Kiah Stokes,204329.0,2023-24,10,1611661319.0,LVA,31.0,40,22,792.0,36,83,0.434,5,27,0.185,9,18,0.5,45,189,234,23,26,39,17,70,86,,,,
Kiah Stokes,204329.0,2024-25,10,1611661319.0,LVA,31.0,39,29,717.0,20,62,0.323,9,40,0.225,6,9,0.667,23,161,184,28,21,33,15,68,55,,,,
Sug Sutton,1630134.0,2020-21,10,1611661322.0,WAS,22.0,12,0,113.0,12,33,0.364,5,17,0.294,5,7,0.714,0,9,9,12,1,0,6,11,34,,,,
Sug Sutton,1630134.0,2023-24,10,1611661317.0,PHO,25.0,40,12,1051.0,126,327,0.385,30,89,0.337,46,57,0.807,14,88,102,190,27,3,99,62,328,,,,
Sug Sutton,1630134.0,2024-25,10,1611661317.0,PHO,26.0,22,0,328.0,22,72,0.306,10,37,0.27,9,13,0.692,6,18,24,52,14,1,29,25,63,,,,
Sug Sutton,1630134.0,2024-25,10,1611661322.0,WAS,26.0,7,0,51.0,2,7,0.286,0,4,0.0,0,0,0.0,0,4,4,10,2,0,5,1,4,,,,
Sug Sutton,1630134.0,2024-25,10,0.0,TOT,26.0,29,0,380.0,24,79,0.304,10,41,0.244,9,13,0.692,6,22,28,62,16,1,34,26,67,,,,
Brittney Sykes,1628279.0,2017-18,10,1611661330.0,ATL,24.0,34,23,863.0,170,417,0.408,37,110,0.336,94,129,0.729,28,113,141,65,19,18,58,86,471,,,,
Brittney Sykes,1628279.0,2018-19,10,1611661330.0,ATL,25.0,29,7,600.0,97,236,0.411,22,82,0.268,65,98,0.663,18,84,102,68,10,18,31,52,281,,,,
Brittney Sykes,1628279.0,2019-20,10,1611661330.0,ATL,26.0,34,27,880.0,128,351,0.365,28,108,0.259,64,91,0.703,25,126,151,85,20,16,68,59,348,,,,
Brittney Sykes,1628279.0,2020-21,10,1611661320.0,LAS,27.0,21,14,512.0,73,150,0.487,16,49,0.327,50,62,0.806,16,38,54,45,31,6,36,62,212,,,,
Brittney Sykes,1628279.0,2021-22,10,1611661320.0,LAS,28.0,32,20,939.0,115,284,0.405,11,42,0.262,61,79,0.772,37,109,146,70,58,15,45,79,302,,,,
Brittney Sykes,1628279.0,2022-23,10,1611661320.0,LAS,29.0,32,24,921.0,152,351,0.433,14,52,0.269,87,113,0.77,23,94,117,118,65,22,84,84,405,,,,
Brittney Sykes,1628279.0,2023-24,10,1611661322.0,WAS,30.0,40,40,1252.0,229,522,0.439,56,160,0.35,122,153,0.797,38,160,198,153,84,13,96,115,636,,,,
Brittney Sykes,1628279.0,2024-25,10,1611661322.0,WAS,30.0,18,18,419.0,81,200,0.405,16,59,0.271,42,56,0.75,11,62,73,55,16,7,40,26,220,,,,
Stephanie Talbot,203855.0,2017-18,10,1611661317.0,PHO,24.0,34,24,609.0,51,123,0.415,16,42,0.381,30,46,0.652,29,62,91,55,24,9,30,66,148,,,,
Stephanie Talbot,203855.0,2018-19,10,1611661317.0,PHO,25.0,31,8,453.0,39,84,0.464,17,44,0.386,19,21,0.905,25,35,60,41,14,10,27,51,114,,,,
Stephanie Talbot,203855.0,2019-20,10,1611661324.0,MIN,26.0,33,9,561.0,57,154,0.37,31,95,0.326,27,31,0.871,18,61,79,41,30,9,42,37,172,,,,
Stephanie Talbot,203855.0,2021-22,10,1611661328.0,SEA,28.0,30,9,538.0,69,143,0.483,27,65,0.415,6,8,0.75,12,74,86,48,14,12,49,57,171,,,,
Stephanie Talbot,203855.0,2022-23,10,1611661328.0,SEA,29.0,34,1,548.0,64,138,0.464,29,73,0.397,14,24,0.583,23,84,107,45,23,11,36,44,171,,,,
Stephanie Talbot,203855.0,2024-25,10,1611661320.0,LAS,30.0,37,10,600.0,49,124,0.395,13,50,0.26,20,29,0.69,21,80,101,76,19,17,37,51,131,,,,
Diana Taurasi,100940.0,2004-05,10,1611661317.0,PHO,23.0,34,34,1130.0,209,503,0.416,62,188,0.33,98,129,0.76,28,121,149,132,43,25,90,117,578,,,,
Diana Taurasi,100940.0,2005-06,10,1611661317.0,PHO,24.0,33,33,1089.0,175,427,0.41,56,179,0.313,121,151,0.801,22,116,138,150,38,28,112,111,527,,,,
Diana Taurasi,100940.0,2006-07,10,1611661317.0,PHO,25.0,34,34,1152.0,298,660,0.452,121,305,0.397,143,183,0.781,25,97,122,139,42,27,79,100,860,,,,
Diana Taurasi,100940.0,2007-08,10,1611661317.0,PHO,26.0,32,32,1025.0,206,468,0.44,95,259,0.367,106,127,0.835,18,117,135,137,45,34,84,106,613,,,,
Diana Taurasi,100940.0,2008-09,10,1611661317.0,PHO,27.0,34,34,1083.0,258,579,0.446,89,247,0.36,215,247,0.87,26,146,172,121,46,46,83,125,820,,,,
Diana Taurasi,100940.0,2009-10,10,1611661317.0,PHO,28.0,31,31,976.0,200,434,0.461,79,194,0.407,152,170,0.894,18,160,178,109,36,43,82,95,631,,,,
Diana Taurasi,100940.0,2010-11,10,1611661317.0,PHO,29.0,31,31,998.0,212,497,0.427,80,214,0.374,198,217,0.912,12,120,132,146,38,19,110,110,702,,,,
Diana Taurasi,100940.0,2011-12,10,1611661317.0,PHO,30.0,32,32,965.0,208,463,0.449,81,205,0.395,195,216,0.903,13,88,101,114,24,20,96,113,692,,,,
Diana Taurasi,100940.0,2012-13,10,1611661317.0,PHO,31.0,8,8,166.0,34,78,0.436,17,43,0.395,27,30,0.9,1,12,13,18,4,4,14,16,112,,,,
Diana Taurasi,100940.0,2013-14,10,1611661317.0,PHO,32.0,32,32,1032.0,200,439,0.456,69,199,0.347,182,213,0.854,18,116,134,197,22,15,116,103,651,,,,
Diana Taurasi,100940.0,2014-15,10,1611661317.0,PHO,33.0,33,33,1018.0,171,377,0.454,62,170,0.365,132,151,0.874,10,115,125,185,22,10,87,99,536,,,,
Diana Taurasi,100940.0,2016-17,10,1611661317.0,PHO,35.0,33,33,984.0,180,455,0.396,89,254,0.35,140,154,0.909,6,93,99,128,31,4,86,99,589,,,,
Diana Taurasi,100940.0,2017-18,10,1611661317.0,PHO,36.0,31,31,883.0,168,420,0.4,96,250,0.384,124,136,0.912,10,82,92,83,16,10,62,88,556,,,,
Diana Taurasi,100940.0,2018-19,10,1611661317.0,PHO,37.0,33,33,989.0,202,453,0.446,106,277,0.383,172,186,0.925,4,111,115,176,30,8,85,100,682,,,,
Diana Taurasi,100940.0,2019-20,10,1611661317.0,PHO,38.0,6,6,129.0,4,39,0.103,1,24,0.042,17,18,0.944,1,18,19,32,2,1,13,15,26,,,,
Diana Taurasi,100940.0,2020-21,10,1611661317.0,PHO,39.0,19,19,533.0,96,235,0.409,61,167,0.365,103,113,0.912,2,77,79,86,19,8,44,52,356,,,,
Diana Taurasi,100940.0,2021-22,10,1611661317.0,PHO,40.0,16,16,455.0,70,192,0.365,41,121,0.339,62,72,0.861,3,68,71,79,3,9,47,38,243,,,,
Diana Taurasi,100940.0,2022-23,10,1611661317.0,PHO,41.0,31,31,962.0,150,402,0.373,92,273,0.337,127,142,0.894,8,98,106,120,22,18,84,89,519,,,,
Diana Taurasi,100940.0,2023-24,10,1611661317.0,PHO,42.0,26,26,709.0,128,318,0.403,64,187,0.342,95,112,0.848,2,91,93,120,13,12,78,67,415,,,,
Diana Taurasi,100940.0,2024-25,10,1611661317.0,PHO,42.0,36,36,1044.0,172,430,0.4,86,258,0.333,108,126,0.857,13,124,137,122,22,10,68,92,538,,,,
Celeste Taylor,1642298.0,2024-25,10,1611661325.0,IND,23.0,5,0,16.0,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,1,1,1,3,,,,
Celeste Taylor,1642298.0,2024-25,10,1611661323.0,CON,23.0,2,0,11.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,2,,,,
Celeste Taylor,1642298.0,2024-25,10,1611661317.0,PHO,23.0,15,4,302.0,19,60,0.317,6,30,0.2,9,16,0.563,6,21,27,27,15,9,21,17,53,,,,
Celeste Taylor,1642298.0,2024-25,10,0.0,TOT,23.0,22,4,328.0,21,62,0.339,6,30,0.2,10,18,0.556,6,22,28,28,15,10,22,22,58,,,,
Alyssa Thomas,203826.0,2014-15,10,1611661323.0,CON,23.0,34,28,927.0,126,290,0.434,1,5,0.2,87,115,0.757,63,111,174,51,35,7,58,70,340,,,,
Alyssa Thomas,203826.0,2015-16,10,1611661323.0,CON,24.0,24,23,623.0,69,168,0.411,0,0,0.0,72,104,0.692,61,65,126,33,29,5,42,65,210,,,,
Alyssa Thomas,203826.0,2016-17,10,1611661323.0,CON,25.0,31,31,840.0,130,267,0.487,0,0,0.0,83,131,0.634,62,125,187,70,44,6,75,81,343,,,,
Alyssa Thomas,203826.0,2017-18,10,1611661323.0,CON,26.0,33,33,982.0,188,369,0.509,0,3,0.0,114,201,0.567,47,178,225,147,52,13,98,105,490,,,,
Alyssa Thomas,203826.0,2018-19,10,1611661323.0,CON,27.0,24,24,734.0,98,211,0.464,0,1,0.0,52,95,0.547,47,148,195,101,28,10,48,69,248,,,,
Alyssa Thomas,203826.0,2019-20,10,1611661323.0,CON,28.0,34,34,1026.0,168,333,0.505,0,1,0.0,60,121,0.496,83,181,264,105,66,13,69,96,396,,,,
Alyssa Thomas,203826.0,2020-21,10,1611661323.0,CON,29.0,21,21,689.0,122,244,0.5,0,1,0.0,81,118,0.686,39,151,190,101,42,6,52,59,325,,,,
Alyssa Thomas,203826.0,2021-22,10,1611661323.0,CON,30.0,2,0,35.0,4,15,0.267,0,0,0.0,3,4,0.75,1,9,10,4,1,0,3,4,11,,,,
Alyssa Thomas,203826.0,2022-23,10,1611661323.0,CON,31.0,36,36,1154.0,188,376,0.5,0,2,0.0,108,148,0.73,74,220,294,218,62,7,103,101,484,,,,
Alyssa Thomas,203826.0,2023-24,10,1611661323.0,CON,32.0,40,40,1446.0,243,513,0.474,0,3,0.0,133,186,0.715,80,314,394,316,73,19,137,109,619,,,,
Alyssa Thomas,203826.0,2024-25,10,1611661323.0,CON,32.0,40,40,1296.0,166,326,0.509,0,4,0.0,91,145,0.628,98,239,337,317,62,18,145,84,423,,,,
Kayla Thornton,203866.0,2015-16,10,1611661322.0,WAS,23.0,10,0,88.0,9,27,0.333,0,1,0.0,4,6,0.667,12,9,21,1,3,3,5,12,22,,,,
Kayla Thornton,203866.0,2017-18,10,1611661321.0,DAL,25.0,34,1,586.0,73,177,0.412,17,61,0.279,68,85,0.8,40,72,112,29,22,8,24,75,231,,,,
Kayla Thornton,203866.0,2018-19,10,1611661321.0,DAL,26.0,34,32,971.0,114,255,0.447,43,121,0.355,43,50,0.86,44,93,137,62,35,12,37,93,314,,,,
Kayla Thornton,203866.0,2019-20,10,1611661321.0,DAL,27.0,27,25,822.0,99,289,0.343,28,103,0.272,54,58,0.931,49,94,143,48,24,8,44,60,280,,,,
Kayla Thornton,203866.0,2020-21,10,1611661321.0,DAL,28.0,22,14,557.0,54,127,0.425,25,72,0.347,28,32,0.875,32,81,113,17,20,4,25,65,161,,,,
Kayla Thornton,203866.0,2021-22,10,1611661321.0,DAL,29.0,31,25,857.0,83,197,0.421,22,63,0.349,45,53,0.849,65,108,173,45,26,7,30,62,233,,,,
Kayla Thornton,203866.0,2022-23,10,1611661321.0,DAL,30.0,36,35,1050.0,97,207,0.469,25,77,0.325,68,82,0.829,65,146,211,65,39,20,42,97,287,,,,
Kayla Thornton,203866.0,2023-24,10,1611661313.0,NYL,31.0,40,0,693.0,65,150,0.433,25,80,0.313,23,30,0.767,48,93,141,27,28,10,20,66,178,,,,
Kayla Thornton,203866.0,2024-25,10,1611661313.0,NYL,32.0,40,11,809.0,77,203,0.379,45,126,0.357,22,26,0.846,39,64,103,27,29,9,23,56,221,,,,
Brianna Turner,1629488.0,2019-20,10,1611661317.0,PHO,23.0,29,12,462.0,49,91,0.538,0,0,0.0,19,26,0.731,45,75,120,15,7,21,19,50,117,,,,
Brianna Turner,1629488.0,2020-21,10,1611661317.0,PHO,24.0,22,22,613.0,66,114,0.579,0,1,0.0,27,42,0.643,57,141,198,39,24,43,31,66,159,,,,
Brianna Turner,1629488.0,2021-22,10,1611661317.0,PHO,25.0,32,32,994.0,108,195,0.554,0,1,0.0,33,46,0.717,78,224,302,56,24,42,47,70,249,,,,
Brianna Turner,1629488.0,2022-23,10,1611661317.0,PHO,26.0,35,35,1168.0,68,112,0.607,0,0,0.0,15,30,0.5,69,169,238,80,44,56,50,80,151,,,,
Brianna Turner,1629488.0,2023-24,10,1611661317.0,PHO,27.0,40,33,1052.0,67,103,0.65,0,0,0.0,6,12,0.5,50,203,253,50,39,44,60,89,140,,,,
Brianna Turner,1629488.0,2024-25,10,1611661329.0,CHI,28.0,27,2,253.0,16,26,0.615,0,0,0.0,1,2,0.5,11,42,53,10,9,13,12,28,33,,,,
Sevgi Uzun,1642244.0,2024-25,10,1611661321.0,DAL,27.0,40,19,820.0,68,199,0.342,20,84,0.238,19,23,0.826,9,56,65,119,37,11,73,60,175,,,,
Courtney Vandersloot,202664.0,2011-12,10,1611661329.0,CHI,23.0,34,26,777.0,84,215,0.391,16,59,0.271,36,47,0.766,5,62,67,127,24,13,92,86,220,,,,
Courtney Vandersloot,202664.0,2012-13,10,1611661329.0,CHI,24.0,34,27,906.0,118,291,0.405,28,84,0.333,37,57,0.649,6,65,71,157,44,7,111,89,301,,,,
Courtney Vandersloot,202664.0,2013-14,10,1611661329.0,CHI,25.0,33,33,985.0,106,268,0.396,17,56,0.304,60,72,0.833,10,96,106,184,46,28,82,86,289,,,,
Courtney Vandersloot,202664.0,2014-15,10,1611661329.0,CHI,26.0,17,16,450.0,47,117,0.402,9,24,0.375,20,24,0.833,8,31,39,102,21,9,47,43,123,,,,
Courtney Vandersloot,202664.0,2015-16,10,1611661329.0,CHI,27.0,34,34,1015.0,146,315,0.463,32,90,0.356,64,71,0.901,22,93,115,198,45,18,71,93,388,,,,
Courtney Vandersloot,202664.0,2016-17,10,1611661329.0,CHI,28.0,30,21,728.0,96,229,0.419,26,74,0.351,66,73,0.904,13,67,80,141,41,4,48,60,284,,,,
Courtney Vandersloot,202664.0,2017-18,10,1611661329.0,CHI,29.0,27,22,817.0,127,246,0.516,26,68,0.382,31,36,0.861,16,85,101,218,33,6,80,60,311,,,,
Courtney Vandersloot,202664.0,2018-19,10,1611661329.0,CHI,30.0,30,30,955.0,136,278,0.489,45,113,0.398,57,69,0.826,15,97,112,258,40,17,104,62,374,,,,
Courtney Vandersloot,202664.0,2019-20,10,1611661329.0,CHI,31.0,33,33,991.0,135,299,0.452,31,107,0.29,68,80,0.85,20,123,143,300,45,15,96,50,369,,,,
Courtney Vandersloot,202664.0,2020-21,10,1611661329.0,CHI,32.0,22,22,693.0,107,218,0.491,30,76,0.395,56,63,0.889,11,66,77,220,26,8,54,46,300,,,,
Courtney Vandersloot,202664.0,2021-22,10,1611661329.0,CHI,33.0,32,32,977.0,129,298,0.433,36,104,0.346,42,49,0.857,16,93,109,275,54,12,96,66,336,,,,
Courtney Vandersloot,202664.0,2022-23,10,1611661329.0,CHI,34.0,32,32,849.0,136,283,0.481,29,79,0.367,75,98,0.765,23,101,124,207,38,16,87,53,376,,,,
Courtney Vandersloot,202664.0,2023-24,10,1611661313.0,NYL,35.0,39,39,1187.0,161,364,0.442,37,126,0.294,51,67,0.761,19,117,136,314,51,23,104,78,410,,,,
Courtney Vandersloot,202664.0,2024-25,10,1611661313.0,NYL,35.0,31,31,692.0,81,182,0.445,18,67,0.269,17,31,0.548,13,68,81,149,25,15,56,53,197,,,,
Julie Vanloo,1642210.0,2024-25,10,1611661322.0,WAS,31.0,40,34,926.0,106,306,0.346,72,222,0.324,10,15,0.667,5,60,65,173,19,1,102,86,294,,,,
Victoria Vivians,1628927.0,2018-19,10,1611661325.0,IND,24.0,34,26,920.0,105,260,0.404,65,163,0.399,27,29,0.931,17,90,107,41,32,5,33,62,302,,,,
Victoria Vivians,1628927.0,2020-21,10,1611661325.0,IND,26.0,6,0,85.0,10,29,0.345,2,11,0.182,7,8,0.875,2,12,14,3,1,0,6,15,29,,,,
Victoria Vivians,1628927.0,2021-22,10,1611661325.0,IND,27.0,31,8,661.0,77,231,0.333,32,127,0.252,25,30,0.833,14,81,95,40,35,4,41,57,211,,,,
Victoria Vivians,1628927.0,2022-23,10,1611661325.0,IND,28.0,35,30,940.0,126,375,0.336,44,157,0.28,46,62,0.742,23,102,125,85,37,9,72,83,342,,,,
Victoria Vivians,1628927.0,2023-24,10,1611661325.0,IND,29.0,38,14,674.0,73,192,0.38,27,94,0.287,23,30,0.767,19,100,119,49,27,6,31,72,196,,,,
Victoria Vivians,1628927.0,2024-25,10,1611661328.0,SEA,30.0,35,15,445.0,41,123,0.333,22,69,0.319,6,9,0.667,19,50,69,29,13,7,20,42,110,,,,
Shatori Walker-Kimbrough,1628278.0,2017-18,10,1611661322.0,WAS,23.0,27,8,336.0,36,97,0.371,11,33,0.333,35,41,0.854,7,23,30,12,15,4,17,26,118,,,,
Shatori Walker-Kimbrough,1628278.0,2018-19,10,1611661322.0,WAS,24.0,19,1,168.0,24,56,0.429,7,23,0.304,12,12,1.0,3,12,15,8,7,6,15,8,67,,,,
Shatori Walker-Kimbrough,1628278.0,2019-20,10,1611661322.0,WAS,25.0,34,1,580.0,76,176,0.432,22,71,0.31,53,57,0.93,17,36,53,42,28,8,34,41,227,,,,
Shatori Walker-Kimbrough,1628278.0,2020-21,10,1611661317.0,PHO,26.0,21,10,400.0,54,126,0.429,22,51,0.431,23,25,0.92,6,28,34,32,23,8,21,24,153,,,,
Shatori Walker-Kimbrough,1628278.0,2021-22,10,1611661323.0,CON,27.0,1,0,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,0,,,,
Shatori Walker-Kimbrough,1628278.0,2021-22,10,1611661322.0,WAS,27.0,16,13,346.0,40,78,0.513,8,25,0.32,30,35,0.857,4,19,23,16,13,4,20,27,118,,,,
Shatori Walker-Kimbrough,1628278.0,2021-22,10,0.0,TOT,27.0,17,13,350.0,40,78,0.513,8,25,0.32,30,35,0.857,4,20,24,16,13,5,21,28,118,,,,
Shatori Walker-Kimbrough,1628278.0,2022-23,10,1611661322.0,WAS,28.0,35,3,705.0,80,199,0.402,26,75,0.347,55,61,0.902,10,54,64,53,37,10,39,43,241,,,,
Shatori Walker-Kimbrough,1628278.0,2023-24,10,1611661322.0,WAS,29.0,40,15,993.0,87,203,0.429,32,82,0.39,44,47,0.936,8,74,82,66,29,14,26,48,250,,,,
Shatori Walker-Kimbrough,1628278.0,2024-25,10,1611661322.0,WAS,29.0,40,2,883.0,105,253,0.415,35,106,0.33,54,67,0.806,13,56,69,75,42,18,54,40,299,,,,
Kristy Wallace,1628929.0,2022-23,10,1611661330.0,ATL,27.0,29,18,602.0,66,162,0.407,25,68,0.368,33,42,0.786,18,50,68,63,17,6,44,58,190,,,,
Kristy Wallace,1628929.0,2023-24,10,1611661325.0,IND,28.0,37,9,729.0,93,232,0.401,37,85,0.435,21,28,0.75,22,60,82,71,23,9,49,64,244,,,,
Kristy Wallace,1628929.0,2024-25,10,1611661325.0,IND,29.0,26,15,447.0,47,117,0.402,17,58,0.293,12,18,0.667,11,37,48,45,18,6,17,29,123,,,,
Erica Wheeler,204365.0,2015-16,10,1611661330.0,ATL,25.0,17,0,203.0,32,70,0.457,6,15,0.4,6,12,0.5,4,12,16,26,8,0,21,26,76,,,,
Erica Wheeler,204365.0,2015-16,10,1611661313.0,NYL,25.0,3,0,26.0,5,13,0.385,0,5,0.0,4,4,1.0,0,4,4,1,4,0,4,2,14,,,,
Erica Wheeler,204365.0,2015-16,10,0.0,TOT,25.0,20,0,228.0,37,83,0.446,6,20,0.3,10,16,0.625,4,16,20,27,12,0,25,28,90,,,,
Erica Wheeler,204365.0,2016-17,10,1611661325.0,IND,26.0,34,25,811.0,114,273,0.418,17,57,0.298,40,48,0.833,18,54,72,95,23,1,68,88,285,,,,
Erica Wheeler,204365.0,2017-18,10,1611661325.0,IND,27.0,34,26,898.0,156,390,0.4,50,151,0.331,38,48,0.792,11,64,75,138,47,1,78,78,400,,,,
Erica Wheeler,204365.0,2018-19,10,1611661325.0,IND,28.0,34,22,737.0,99,282,0.351,21,76,0.276,47,59,0.797,20,80,100,141,28,6,48,77,266,,,,
Erica Wheeler,204365.0,2019-20,10,1611661325.0,IND,29.0,34,34,850.0,127,297,0.428,48,125,0.384,41,47,0.872,5,97,102,171,40,5,97,74,343,,,,
Erica Wheeler,204365.0,2021-22,10,1611661320.0,LAS,31.0,32,32,967.0,160,384,0.417,33,93,0.355,81,98,0.827,16,82,98,152,43,8,87,86,434,,,,
Erica Wheeler,204365.0,2022-23,10,1611661330.0,ATL,32.0,30,30,789.0,98,276,0.355,24,73,0.329,31,41,0.756,19,74,93,118,32,2,76,74,251,,,,
Erica Wheeler,204365.0,2023-24,10,1611661325.0,IND,33.0,40,40,1071.0,146,367,0.398,30,97,0.309,72,82,0.878,16,104,120,201,44,3,83,96,394,,,,
Erica Wheeler,204365.0,2024-25,10,1611661325.0,IND,33.0,39,2,546.0,58,141,0.411,15,52,0.288,11,13,0.846,7,46,53,69,17,4,35,45,142,,,,
Sami Whitcomb,1628244.0,2017-18,10,1611661328.0,SEA,29.0,33,0,404.0,48,133,0.361,34,102,0.333,17,21,0.81,14,42,56,34,24,0,29,50,147,,,,
Sami Whitcomb,1628244.0,2018-19,10,1611661328.0,SEA,30.0,31,0,265.0,30,86,0.349,25,69,0.362,6,6,1.0,5,24,29,16,16,4,15,20,91,,,,
Sami Whitcomb,1628244.0,2019-20,10,1611661328.0,SEA,31.0,33,13,674.0,82,223,0.368,63,184,0.342,11,11,1.0,17,40,57,79,36,4,52,49,238,,,,
Sami Whitcomb,1628244.0,2020-21,10,1611661328.0,SEA,32.0,22,0,363.0,62,140,0.443,32,84,0.381,22,22,1.0,4,46,50,44,16,3,22,31,178,,,,
Sami Whitcomb,1628244.0,2021-22,10,1611661313.0,NYL,33.0,30,28,843.0,124,262,0.473,76,179,0.425,27,33,0.818,10,141,151,81,31,10,62,53,351,,,,
Sami Whitcomb,1628244.0,2022-23,10,1611661313.0,NYL,34.0,35,6,746.0,74,201,0.368,59,168,0.351,20,23,0.87,10,72,82,82,25,5,49,57,227,,,,
Sami Whitcomb,1628244.0,2023-24,10,1611661328.0,SEA,35.0,40,19,978.0,128,320,0.4,89,231,0.385,44,53,0.83,19,95,114,115,35,14,80,74,389,,,,
Sami Whitcomb,1628244.0,2024-25,10,1611661328.0,SEA,36.0,40,3,611.0,72,208,0.346,47,161,0.292,9,11,0.818,15,59,74,64,30,9,40,56,200,,,,
Courtney Williams,1627675.0,2016-17,10,1611661317.0,PHO,23.0,6,0,25.0,1,9,0.111,0,1,0.0,1,2,0.5,1,6,7,2,0,0,2,1,3,,,,
Courtney Williams,1627675.0,2016-17,10,1611661323.0,CON,23.0,19,0,326.0,67,157,0.427,8,26,0.308,11,19,0.579,27,42,69,28,12,3,19,29,153,,,,
Courtney Williams,1627675.0,2016-17,10,0.0,TOT,23.0,25,0,351.0,68,166,0.41,8,27,0.296,12,21,0.571,28,48,76,30,12,3,21,30,156,,,,
Courtney Williams,1627675.0,2017-18,10,1611661323.0,CON,24.0,34,28,884.0,185,390,0.473,12,37,0.324,36,41,0.878,45,97,143,71,19,8,48,55,418,,,,
Courtney Williams,1627675.0,2018-19,10,1611661323.0,CON,25.0,30,29,812.0,171,375,0.456,20,53,0.377,17,25,0.68,46,132,178,90,23,2,54,47,379,,,,
Courtney Williams,1627675.0,2019-20,10,1611661323.0,CON,26.0,34,34,988.0,187,430,0.435,16,35,0.457,60,75,0.8,48,141,189,129,46,13,56,47,450,,,,
Courtney Williams,1627675.0,2020-21,10,1611661330.0,ATL,27.0,20,14,609.0,134,307,0.436,8,34,0.235,16,23,0.696,37,106,143,63,13,2,54,39,292,,,,
Courtney Williams,1627675.0,2021-22,10,1611661330.0,ATL,28.0,32,32,1101.0,228,546,0.418,39,102,0.382,34,53,0.642,46,173,219,128,34,17,58,53,529,,,,
Courtney Williams,1627675.0,2022-23,10,1611661323.0,CON,29.0,34,34,950.0,165,387,0.426,22,65,0.338,27,36,0.75,30,126,156,111,33,14,57,54,379,,,,
Courtney Williams,1627675.0,2023-24,10,1611661329.0,CHI,30.0,40,40,1204.0,176,403,0.437,47,106,0.443,15,25,0.6,38,203,241,251,38,12,98,65,414,,,,
Courtney Williams,1627675.0,2024-25,10,1611661324.0,MIN,30.0,40,40,1061.0,194,438,0.443,23,69,0.333,34,42,0.81,14,172,186,221,36,16,98,77,445,,,,
Elizabeth Williams,204322.0,2015-16,10,1611661323.0,CON,23.0,21,0,246.0,28,53,0.528,0,0,0.0,14,25,0.56,22,46,68,8,6,19,11,20,70,,,,
Elizabeth Williams,204322.0,2016-17,10,1611661330.0,ATL,24.0,34,34,1179.0,157,355,0.442,0,1,0.0,92,133,0.692,106,170,276,42,26,79,42,105,406,,,,
Elizabeth Williams,204322.0,2017-18,10,1611661330.0,ATL,25.0,34,34,1069.0,149,307,0.485,0,1,0.0,54,82,0.659,107,139,246,46,36,67,46,81,352,,,,
